ep,algo,tau,reward,avg20,alpha,avg_queue_veh,throughput_veh_per_hour,arrived_total,sim_seconds,avg_delay_norm,avg_stops_norm,avg_speed_fluct_norm,gate_mean_eb,gate_mean_wb,coupling_clamp_events,local_factor_mean,r_efficiency_avg,r_throughput_avg,r_coordination_avg,r_congestion_avg,r_delay_avg,r_queue_overflow_avg,r_stops_avg,r_fuel_avg,r_smoothness_avg,r_demand_robust_avg,r_signal_compliance_avg,r_green_pass_avg,td_error_mean,actor_loss
1,sac,0.005000,-1337.929264,-1337.929264,0.155597,61.997780,3022.641509,3026,3604.000000,0.761351,0.321144,0.009727,0.988351,0.977819,736,1.074725,0.685234,0.039809,0.202924,-0.218687,-0.913621,-0.017630,-0.192686,-0.029195,-0.001459,0.000000,-0.011565,0.087231,3.525779,-5.117700
2,sac,0.005000,-1492.731912,-1415.330588,0.163379,59.900111,3045.615982,3049,3604.000000,0.778383,0.307922,0.010115,0.992298,0.993209,779,1.076061,0.643419,0.041472,0.202924,-0.213645,-0.934060,-0.016592,-0.184753,-0.028016,-0.001517,0.000000,-0.009843,0.087904,2.562781,-6.886572
